transaction_id,sale_date,store_id,customer_id,product_id,staff_id,quantity,unit_price,unit_cost,total_revenue,total_cost,profit,margin_pct,payment_method,month,day_of_week,quarter,year
1170,2024-08-01,5,130,6,17,1,7.02,3.8,7.02,3.8,3.22,45.9,Digital Wallet,2024-08,Thursday,Q3,2024
1171,2025-08-09,2,859,40,5,3,9.27,2.8,27.81,8.4,19.41,69.8,Card,2025-08,Saturday,Q3,2025
1172,2025-02-12,3,331,41,11,1,15.51,4.0,15.51,4.0,11.51,74.2,Card,2025-02,Wednesday,Q1,2025
1173,2024-09-02,1,891,18,1,1,48.82,18.0,48.82,18.0,30.82,63.1,Card,2024-09,Monday,Q3,2024
1174,2024-10-19,1,684,48,2,2,19.55,6.5,39.1,13.0,26.1,66.8,Card,2024-10,Saturday,Q4,2024
1175,2025-03-01,4,309,50,13,1,17.91,5.5,17.91,5.5,12.41,69.3,Card,2025-03,Saturday,Q1,2025
1176,2025-04-02,1,955,36,3,1,23.72,7.0,23.72,7.0,16.72,70.5,Cash,2025-04,Wednesday,Q2,2025
1177,2024-06-29,2,928,24,8,1,151.82,55.0,151.82,55.0,96.82,63.8,Card,2024-06,Saturday,Q2,2024
1178,2024-08-15,5,474,29,19,1,39.62,10.0,39.62,10.0,29.62,74.8,Card,2024-08,Thursday,Q3,2024
1179,2024-03-05,1,959,24,1,1,151.63,55.0,151.63,55.0,96.63,63.7,Digital Wallet,2024-03,Tuesday,Q1,2024
1180,2025-05-10,4,183,47,15,1,16.93,5.0,16.93,5.0,11.93,70.5,Digital Wallet,2025-05,Saturday,Q2,2025
1181,2024-07-18,1,28,27,1,1,66.74,18.0,66.74,18.0,48.74,73.0,Card,2024-07,Thursday,Q3,2024
1182,2025-02-11,3,643,37,9,1,48.48,18.0,48.48,18.0,30.48,62.9,Card,2025-02,Tuesday,Q1,2025
1183,2025-09-29,2,727,10,5,1,6.57,3.2,6.57,3.2,3.37,51.3,Card,2025-09,Monday,Q3,2025
1184,2025-10-08,4,803,9,15,1,2.27,0.9,2.27,0.9,1.37,60.4,Digital Wallet,2025-10,Wednesday,Q4,2025
1185,2025-11-30,1,241,10,4,1,6.32,3.2,6.32,3.2,3.12,49.4,Cash,2025-11,Sunday,Q4,2025
1186,2025-06-18,3,179,1,10,1,3.91,2.2,3.91,2.2,1.71,43.7,Card,2025-06,Wednesday,Q2,2025
1187,2024-08-20,2,90,24,5,5,165.48,55.0,827.4,275.0,552.4,66.8,Cash,2024-08,Tuesday,Q3,2024
1188,2024-05-03,4,827,11,13,3,958.91,650.0,2876.73,1950.0,926.73,32.2,Card,2024-05,Friday,Q2,2024
1189,2024-06-08,2,363,42,6,3,51.95,18.0,155.85,54.0,101.85,65.4,Cash,2024-06,Saturday,Q2,2024
1190,2025-07-27,3,188,38,12,4,7.29,2.2,29.16,8.8,20.36,69.8,Digital Wallet,2025-07,Sunday,Q3,2025
1191,2025-06-30,4,799,26,15,1,48.15,12.0,48.15,12.0,36.15,75.1,Card,2025-06,Monday,Q2,2025
1192,2025-06-04,1,109,49,2,2,27.56,9.0,55.12,18.0,37.12,67.3,Loyalty Points,2025-06,Wednesday,Q2,2025
1193,2025-08-02,1,836,43,2,5,5.8,1.8,29.0,9.0,20.0,69.0,Loyalty Points,2025-08,Saturday,Q3,2025
1194,2024-10-05,2,813,27,8,1,66.09,18.0,66.09,18.0,48.09,72.8,Card,2024-10,Saturday,Q4,2024
1195,2025-07-26,5,791,8,17,2,11.43,5.5,22.86,11.0,11.86,51.9,Card,2025-07,Saturday,Q3,2025
1196,2025-01-29,1,677,4,4,1,12.65,7.0,12.65,7.0,5.65,44.7,Digital Wallet,2025-01,Wednesday,Q1,2025
1197,2025-04-29,3,396,5,12,1,8.11,4.5,8.11,4.5,3.61,44.5,Card,2025-04,Tuesday,Q2,2025
1198,2025-08-05,1,179,48,4,2,19.9,6.5,39.8,13.0,26.8,67.3,Card,2025-08,Tuesday,Q3,2025
1199,2024-03-20,3,941,44,9,1,45.3,15.0,45.3,15.0,30.3,66.9,Cash,2024-03,Wednesday,Q1,2024
1200,2025-08-13,4,607,14,16,2,19.71,5.0,39.42,10.0,29.42,74.6,Card,2025-08,Wednesday,Q3,2025
1201,2025-05-03,4,831,9,14,1,2.24,0.9,2.24,0.9,1.34,59.8,Card,2025-05,Saturday,Q2,2025
1202,2025-10-29,2,140,34,6,1,8.05,2.5,8.05,2.5,5.55,68.9,Digital Wallet,2025-10,Wednesday,Q4,2025
1203,2025-04-09,2,580,48,8,1,18.97,6.5,18.97,6.5,12.47,65.7,Card,2025-04,Wednesday,Q2,2025
1204,2024-11-12,1,618,10,2,2,6.2,3.2,12.4,6.4,6.0,48.4,Card,2024-11,Tuesday,Q4,2024
1205,2025-08-15,3,187,15,9,1,60.51,22.0,60.51,22.0,38.51,63.6,Card,2025-08,Friday,Q3,2025
1206,2024-01-25,4,498,25,16,1,20.59,5.0,20.59,5.0,15.59,75.7,Card,2024-01,Thursday,Q1,2024
1207,2025-02-09,2,558,43,7,2,6.03,1.8,12.06,3.6,8.46,70.1,Cash,2025-02,Sunday,Q1,2025
1208,2024-11-12,4,92,27,15,3,64.51,18.0,193.53,54.0,139.53,72.1,Loyalty Points,2024-11,Tuesday,Q4,2024
1209,2024-09-20,4,34,3,14,1,7.48,4.2,7.48,4.2,3.28,43.9,Card,2024-09,Friday,Q3,2024
1210,2025-03-27,1,904,41,4,2,14.57,4.0,29.14,8.0,21.14,72.5,Card,2025-03,Thursday,Q1,2025
1211,2025-12-12,2,478,38,6,1,7.01,2.2,7.01,2.2,4.81,68.6,Card,2025-12,Friday,Q4,2025
1212,2025-11-21,1,307,16,3,5,93.74,35.0,468.7,175.0,293.7,62.7,Cash,2025-11,Friday,Q4,2025
1213,2025-02-27,3,254,17,11,1,306.34,120.0,306.34,120.0,186.34,60.8,Card,2025-02,Thursday,Q1,2025
1214,2024-09-20,4,811,46,14,2,25.62,8.0,51.24,16.0,35.24,68.8,Card,2024-09,Friday,Q3,2024
1215,2025-12-23,5,265,17,19,1,310.27,120.0,310.27,120.0,190.27,61.3,Card,2025-12,Tuesday,Q4,2025
1216,2025-06-22,4,857,43,14,2,5.72,1.8,11.44,3.6,7.84,68.5,Card,2025-06,Sunday,Q2,2025
1217,2025-11-16,4,658,50,15,3,17.27,5.5,51.81,16.5,35.31,68.2,Card,2025-11,Sunday,Q4,2025
1218,2024-01-09,5,779,37,18,1,48.07,18.0,48.07,18.0,30.07,62.6,Card,2024-01,Tuesday,Q1,2024
1219,2024-02-14,2,309,34,8,1,7.89,2.5,7.89,2.5,5.39,68.3,Card,2024-02,Wednesday,Q1,2024
1220,2025-08-22,1,797,9,3,1,2.15,0.9,2.15,0.9,1.25,58.1,Card,2025-08,Friday,Q3,2025
1221,2024-11-07,2,66,10,5,2,6.71,3.2,13.42,6.4,7.02,52.3,Card,2024-11,Thursday,Q4,2024
1222,2024-12-30,1,798,4,4,2,13.47,7.0,26.94,14.0,12.94,48.0,Card,2024-12,Monday,Q4,2024
1223,2025-01-14,1,210,19,4,3,38.62,15.0,115.86,45.0,70.86,61.2,Cash,2025-01,Tuesday,Q1,2025
1224,2024-05-18,1,255,13,3,1,98.08,45.0,98.08,45.0,53.08,54.1,Cash,2024-05,Saturday,Q2,2024
1225,2024-01-20,2,680,29,8,2,41.12,10.0,82.24,20.0,62.24,75.7,Card,2024-01,Saturday,Q1,2024
1226,2024-01-29,1,811,46,2,4,25.16,8.0,100.64,32.0,68.64,68.2,Card,2024-01,Monday,Q1,2024
1227,2024-11-05,1,327,4,3,1,13.58,7.0,13.58,7.0,6.58,48.5,Card,2024-11,Tuesday,Q4,2024
1228,2025-07-26,3,288,28,11,1,25.56,7.0,25.56,7.0,18.56,72.6,Digital Wallet,2025-07,Saturday,Q3,2025
1229,2024-08-08,1,11,8,4,1,10.94,5.5,10.94,5.5,5.44,49.7,Digital Wallet,2024-08,Thursday,Q3,2024
1230,2024-11-18,1,767,7,1,1,2.68,1.2,2.68,1.2,1.48,55.2,Digital Wallet,2024-11,Monday,Q4,2024
1231,2024-08-24,4,570,50,14,1,17.14,5.5,17.14,5.5,11.64,67.9,Card,2024-08,Saturday,Q3,2024
1232,2025-08-18,4,817,50,14,2,18.81,5.5,37.62,11.0,26.62,70.8,Cash,2025-08,Monday,Q3,2025
1233,2024-04-14,4,488,42,15,2,49.56,18.0,99.12,36.0,63.12,63.7,Cash,2024-04,Sunday,Q2,2024
1234,2025-09-07,5,188,47,18,1,17.05,5.0,17.05,5.0,12.05,70.7,Digital Wallet,2025-09,Sunday,Q3,2025
1235,2025-12-05,2,404,36,6,1,24.02,7.0,24.02,7.0,17.02,70.9,Card,2025-12,Friday,Q4,2025
1236,2025-10-04,1,588,50,1,4,17.32,5.5,69.28,22.0,47.28,68.2,Card,2025-10,Saturday,Q4,2025
1237,2025-12-05,3,827,48,9,2,18.9,6.5,37.8,13.0,24.8,65.6,Card,2025-12,Friday,Q4,2025
1238,2025-05-11,1,37,41,3,4,14.4,4.0,57.6,16.0,41.6,72.2,Loyalty Points,2025-05,Sunday,Q2,2025
1239,2024-04-22,2,177,12,8,1,30.74,8.0,30.74,8.0,22.74,74.0,Card,2024-04,Monday,Q2,2024
1240,2025-07-24,2,168,1,5,3,3.75,2.2,11.25,6.6,4.65,41.3,Card,2025-07,Thursday,Q3,2025
1241,2024-11-08,2,532,32,7,1,19.01,6.0,19.01,6.0,13.01,68.4,Card,2024-11,Friday,Q4,2024
1242,2024-06-19,1,384,40,3,2,8.6,2.8,17.2,5.6,11.6,67.4,Digital Wallet,2024-06,Wednesday,Q2,2024
1243,2024-11-16,1,699,25,2,1,19.78,5.0,19.78,5.0,14.78,74.7,Cash,2024-11,Saturday,Q4,2024
1244,2024-08-02,1,899,39,3,2,12.58,4.0,25.16,8.0,17.16,68.2,Digital Wallet,2024-08,Friday,Q3,2024
1245,2024-01-18,2,908,26,6,1,47.63,12.0,47.63,12.0,35.63,74.8,Card,2024-01,Thursday,Q1,2024
1246,2025-12-18,3,239,22,10,1,81.16,22.0,81.16,22.0,59.16,72.9,Card,2025-12,Thursday,Q4,2025
1247,2025-09-29,4,681,49,16,4,26.8,9.0,107.2,36.0,71.2,66.4,Cash,2025-09,Monday,Q3,2025
1248,2025-09-30,2,662,43,6,2,6.12,1.8,12.24,3.6,8.64,70.6,Card,2025-09,Tuesday,Q3,2025
1249,2025-07-05,4,42,3,14,1,7.65,4.2,7.65,4.2,3.45,45.1,Card,2025-07,Saturday,Q3,2025
1250,2025-10-19,1,871,10,1,1,6.42,3.2,6.42,3.2,3.22,50.2,Card,2025-10,Sunday,Q4,2025
1251,2025-11-09,5,116,46,20,1,25.1,8.0,25.1,8.0,17.1,68.1,Card,2025-11,Sunday,Q4,2025
1252,2025-02-15,1,9,4,3,2,13.07,7.0,26.14,14.0,12.14,46.4,Card,2025-02,Saturday,Q1,2025
1253,2025-03-28,3,492,16,12,1,91.23,35.0,91.23,35.0,56.23,61.6,Card,2025-03,Friday,Q1,2025
1254,2024-08-10,1,185,8,4,2,11.34,5.5,22.68,11.0,11.68,51.5,Card,2024-08,Saturday,Q3,2024
1255,2024-07-16,1,313,30,3,1,30.09,8.0,30.09,8.0,22.09,73.4,Digital Wallet,2024-07,Tuesday,Q3,2024
1256,2024-04-25,1,498,33,1,3,16.29,5.5,48.87,16.5,32.37,66.2,Digital Wallet,2024-04,Thursday,Q2,2024
1257,2025-04-02,1,779,27,3,2,65.48,18.0,130.96,36.0,94.96,72.5,Card,2025-04,Wednesday,Q2,2025
1258,2025-10-29,1,716,7,2,2,2.91,1.2,5.82,2.4,3.42,58.8,Card,2025-10,Wednesday,Q4,2025
1259,2024-01-22,4,764,6,14,1,7.17,3.8,7.17,3.8,3.37,47.0,Card,2024-01,Monday,Q1,2024
1260,2025-09-22,1,798,32,4,2,20.06,6.0,40.12,12.0,28.12,70.1,Card,2025-09,Monday,Q3,2025
1261,2024-07-27,1,496,21,1,2,31.14,8.0,62.28,16.0,46.28,74.3,Loyalty Points,2024-07,Saturday,Q3,2024
1262,2025-02-16,1,466,11,1,1,949.13,650.0,949.13,650.0,299.13,31.5,Card,2025-02,Sunday,Q1,2025
1263,2024-06-07,3,811,6,10,3,6.72,3.8,20.16,11.4,8.76,43.5,Card,2024-06,Friday,Q2,2024
1264,2025-06-04,4,230,23,13,3,149.42,45.0,448.26,135.0,313.26,69.9,Card,2025-06,Wednesday,Q2,2025
1265,2025-12-18,1,976,46,1,1,24.8,8.0,24.8,8.0,16.8,67.7,Cash,2025-12,Thursday,Q4,2025
1266,2025-06-19,1,670,18,2,1,49.83,18.0,49.83,18.0,31.83,63.9,Card,2025-06,Thursday,Q2,2025
1267,2025-02-23,1,941,33,4,2,17.13,5.5,34.26,11.0,23.26,67.9,Card,2025-02,Sunday,Q1,2025
1268,2024-09-09,3,307,23,9,2,156.31,45.0,312.62,90.0,222.62,71.2,Digital Wallet,2024-09,Monday,Q3,2024
1269,2025-06-30,2,175,40,5,3,8.66,2.8,25.98,8.4,17.58,67.7,Card,2025-06,Monday,Q2,2025
1270,2024-11-11,3,608,32,10,4,20.19,6.0,80.76,24.0,56.76,70.3,Cash,2024-11,Monday,Q4,2024
1271,2025-08-16,4,24,22,16,2,79.37,22.0,158.74,44.0,114.74,72.3,Loyalty Points,2025-08,Saturday,Q3,2025
1272,2024-11-07,1,449,37,1,2,50.26,18.0,100.52,36.0,64.52,64.2,Cash,2024-11,Thursday,Q4,2024
1273,2024-11-10,3,510,17,11,2,296.18,120.0,592.36,240.0,352.36,59.5,Card,2024-11,Sunday,Q4,2024
1274,2025-06-05,1,623,33,4,3,16.55,5.5,49.65,16.5,33.15,66.8,Digital Wallet,2025-06,Thursday,Q2,2025
1275,2025-06-15,5,352,14,17,1,20.98,5.0,20.98,5.0,15.98,76.2,Card,2025-06,Sunday,Q2,2025
1276,2024-06-19,3,528,26,10,3,48.08,12.0,144.24,36.0,108.24,75.0,Digital Wallet,2024-06,Wednesday,Q2,2024
1277,2024-02-02,1,143,48,1,1,18.07,6.5,18.07,6.5,11.57,64.0,Card,2024-02,Friday,Q1,2024
1278,2024-10-04,3,259,19,10,1,41.49,15.0,41.49,15.0,26.49,63.8,Digital Wallet,2024-10,Friday,Q4,2024
1279,2024-12-03,2,683,35,8,2,6.82,2.0,13.64,4.0,9.64,70.7,Digital Wallet,2024-12,Tuesday,Q4,2024
1280,2025-04-02,4,938,1,15,1,3.88,2.2,3.88,2.2,1.68,43.3,Digital Wallet,2025-04,Wednesday,Q2,2025
1281,2024-01-18,5,974,23,19,1,152.98,45.0,152.98,45.0,107.98,70.6,Card,2024-01,Thursday,Q1,2024
1282,2025-05-29,4,936,33,16,1,16.42,5.5,16.42,5.5,10.92,66.5,Digital Wallet,2025-05,Thursday,Q2,2025
1283,2025-03-08,3,952,21,9,3,29.62,8.0,88.86,24.0,64.86,73.0,Digital Wallet,2025-03,Saturday,Q1,2025
1284,2024-11-06,3,702,21,12,1,29.47,8.0,29.47,8.0,21.47,72.9,Card,2024-11,Wednesday,Q4,2024
1285,2025-09-02,1,759,9,1,1,2.29,0.9,2.29,0.9,1.39,60.7,Card,2025-09,Tuesday,Q3,2025
1286,2025-04-28,1,798,34,2,2,7.93,2.5,15.86,5.0,10.86,68.5,Card,2025-04,Monday,Q2,2025
1287,2025-10-19,3,253,40,11,1,9.04,2.8,9.04,2.8,6.24,69.0,Card,2025-10,Sunday,Q4,2025
1288,2025-08-21,3,175,44,11,3,43.2,15.0,129.6,45.0,84.6,65.3,Card,2025-08,Thursday,Q3,2025
1289,2025-05-29,2,378,28,5,1,25.06,7.0,25.06,7.0,18.06,72.1,Cash,2025-05,Thursday,Q2,2025
1290,2025-01-06,2,95,9,6,1,2.26,0.9,2.26,0.9,1.36,60.2,Cash,2025-01,Monday,Q1,2025
1291,2024-12-31,4,305,29,15,3,38.44,10.0,115.32,30.0,85.32,74.0,Digital Wallet,2024-12,Tuesday,Q4,2024
1292,2025-04-15,1,297,39,4,1,13.0,4.0,13.0,4.0,9.0,69.2,Card,2025-04,Tuesday,Q2,2025
1293,2025-12-05,1,846,29,4,3,41.73,10.0,125.19,30.0,95.19,76.0,Card,2025-12,Friday,Q4,2025
1294,2025-06-02,3,180,42,10,2,49.89,18.0,99.78,36.0,63.78,63.9,Card,2025-06,Monday,Q2,2025
1295,2024-01-10,1,569,22,2,1,76.97,22.0,76.97,22.0,54.97,71.4,Cash,2024-01,Wednesday,Q1,2024
1296,2025-05-09,4,804,24,13,1,156.71,55.0,156.71,55.0,101.71,64.9,Cash,2025-05,Friday,Q2,2025
1297,2025-03-29,4,956,12,13,3,31.45,8.0,94.35,24.0,70.35,74.6,Card,2025-03,Saturday,Q1,2025
1298,2025-03-16,1,928,19,1,2,40.75,15.0,81.5,30.0,51.5,63.2,Card,2025-03,Sunday,Q1,2025
1299,2025-06-29,3,349,31,10,1,10.32,3.5,10.32,3.5,6.82,66.1,Cash,2025-06,Sunday,Q2,2025
1300,2024-12-14,1,722,10,3,2,6.76,3.2,13.52,6.4,7.12,52.7,Card,2024-12,Saturday,Q4,2024
1301,2024-10-28,2,754,46,8,2,25.2,8.0,50.4,16.0,34.4,68.3,Card,2024-10,Monday,Q4,2024
1302,2025-07-28,5,380,50,19,3,18.45,5.5,55.35,16.5,38.85,70.2,Card,2025-07,Monday,Q3,2025
1303,2025-06-14,4,863,33,16,1,17.38,5.5,17.38,5.5,11.88,68.4,Cash,2025-06,Saturday,Q2,2025
1304,2025-11-09,4,859,5,14,3,8.62,4.5,25.86,13.5,12.36,47.8,Digital Wallet,2025-11,Sunday,Q4,2025
1305,2025-06-25,1,989,16,3,1,92.64,35.0,92.64,35.0,57.64,62.2,Card,2025-06,Wednesday,Q2,2025
1306,2024-04-17,1,744,15,3,1,61.5,22.0,61.5,22.0,39.5,64.2,Digital Wallet,2024-04,Wednesday,Q2,2024
1307,2024-04-26,4,592,16,13,5,87.97,35.0,439.85,175.0,264.85,60.2,Digital Wallet,2024-04,Friday,Q2,2024
1308,2025-08-13,1,841,2,2,2,5.68,2.5,11.36,5.0,6.36,56.0,Card,2025-08,Wednesday,Q3,2025
1309,2025-08-13,1,324,10,4,2,6.56,3.2,13.12,6.4,6.72,51.2,Card,2025-08,Wednesday,Q3,2025
1310,2025-01-17,1,849,43,1,1,6.14,1.8,6.14,1.8,4.34,70.7,Card,2025-01,Friday,Q1,2025
1311,2025-04-30,2,662,21,8,1,28.62,8.0,28.62,8.0,20.62,72.0,Card,2025-04,Wednesday,Q2,2025
1312,2025-06-27,2,548,7,5,3,2.74,1.2,8.22,3.6,4.62,56.2,Card,2025-06,Friday,Q2,2025
1313,2025-12-14,4,544,32,14,1,20.82,6.0,20.82,6.0,14.82,71.2,Card,2025-12,Sunday,Q4,2025
1314,2025-12-07,2,738,39,7,1,12.65,4.0,12.65,4.0,8.65,68.4,Cash,2025-12,Sunday,Q4,2025
1315,2025-12-22,1,342,35,4,1,6.7,2.0,6.7,2.0,4.7,70.1,Cash,2025-12,Monday,Q4,2025
1316,2025-01-19,1,500,37,1,1,48.0,18.0,48.0,18.0,30.0,62.5,Card,2025-01,Sunday,Q1,2025
1317,2024-09-02,2,187,30,8,1,31.48,8.0,31.48,8.0,23.48,74.6,Cash,2024-09,Monday,Q3,2024
1318,2025-02-23,1,937,16,3,1,87.8,35.0,87.8,35.0,52.8,60.1,Digital Wallet,2025-02,Sunday,Q1,2025
1319,2025-11-30,2,36,46,7,2,25.33,8.0,50.66,16.0,34.66,68.4,Card,2025-11,Sunday,Q4,2025
1320,2025-07-02,4,651,20,15,1,26.15,6.0,26.15,6.0,20.15,77.1,Card,2025-07,Wednesday,Q3,2025
1321,2025-11-16,3,2,9,11,1,2.12,0.9,2.12,0.9,1.22,57.5,Card,2025-11,Sunday,Q4,2025
1322,2025-03-08,1,878,33,3,3,17.29,5.5,51.87,16.5,35.37,68.2,Card,2025-03,Saturday,Q1,2025
1323,2025-06-25,4,236,38,13,1,7.04,2.2,7.04,2.2,4.84,68.8,Cash,2025-06,Wednesday,Q2,2025
1324,2025-11-06,4,642,45,14,3,20.0,6.0,60.0,18.0,42.0,70.0,Digital Wallet,2025-11,Thursday,Q4,2025
1325,2024-12-25,1,724,16,4,3,86.71,35.0,260.13,105.0,155.13,59.6,Card,2024-12,Wednesday,Q4,2024
1326,2025-08-27,2,536,46,8,1,24.85,8.0,24.85,8.0,16.85,67.8,Digital Wallet,2025-08,Wednesday,Q3,2025
1327,2025-06-08,1,240,14,4,1,19.02,5.0,19.02,5.0,14.02,73.7,Card,2025-06,Sunday,Q2,2025
1328,2024-12-23,1,846,28,2,1,24.73,7.0,24.73,7.0,17.73,71.7,Card,2024-12,Monday,Q4,2024
1329,2024-06-19,5,947,16,18,2,93.54,35.0,187.08,70.0,117.08,62.6,Cash,2024-06,Wednesday,Q2,2024
1330,2024-03-08,1,725,45,3,1,19.19,6.0,19.19,6.0,13.19,68.7,Card,2024-03,Friday,Q1,2024
1331,2024-10-04,2,800,9,8,2,2.25,0.9,4.5,1.8,2.7,60.0,Card,2024-10,Friday,Q4,2024
1332,2025-10-11,5,148,36,20,1,22.19,7.0,22.19,7.0,15.19,68.5,Card,2025-10,Saturday,Q4,2025
1333,2024-09-18,4,589,27,13,1,68.19,18.0,68.19,18.0,50.19,73.6,Digital Wallet,2024-09,Wednesday,Q3,2024
1334,2024-08-07,1,103,11,2,3,979.57,650.0,2938.71,1950.0,988.71,33.6,Card,2024-08,Wednesday,Q3,2024
1335,2024-05-18,1,370,7,1,4,2.75,1.2,11.0,4.8,6.2,56.4,Card,2024-05,Saturday,Q2,2024
1336,2024-11-16,1,99,28,1,1,23.81,7.0,23.81,7.0,16.81,70.6,Card,2024-11,Saturday,Q4,2024
1337,2025-09-22,2,195,36,6,1,22.06,7.0,22.06,7.0,15.06,68.3,Card,2025-09,Monday,Q3,2025
1338,2025-01-24,3,762,33,12,1,16.98,5.5,16.98,5.5,11.48,67.6,Card,2025-01,Friday,Q1,2025
1339,2024-10-13,4,812,8,14,5,11.05,5.5,55.25,27.5,27.75,50.2,Loyalty Points,2024-10,Sunday,Q4,2024
1340,2024-03-11,2,7,30,5,1,31.44,8.0,31.44,8.0,23.44,74.6,Card,2024-03,Monday,Q1,2024
1341,2024-08-18,4,301,42,15,4,48.21,18.0,192.84,72.0,120.84,62.7,Cash,2024-08,Sunday,Q3,2024
1342,2024-05-25,5,936,46,19,2,25.59,8.0,51.18,16.0,35.18,68.7,Card,2024-05,Saturday,Q2,2024
1343,2025-04-26,2,668,30,5,2,31.4,8.0,62.8,16.0,46.8,74.5,Cash,2025-04,Saturday,Q2,2025
1344,2024-11-23,5,550,32,20,3,20.07,6.0,60.21,18.0,42.21,70.1,Card,2024-11,Saturday,Q4,2024
1345,2025-12-20,1,622,35,4,3,7.19,2.0,21.57,6.0,15.57,72.2,Digital Wallet,2025-12,Saturday,Q4,2025
1346,2024-01-10,2,276,20,6,1,24.84,6.0,24.84,6.0,18.84,75.8,Cash,2024-01,Wednesday,Q1,2024
1347,2024-03-31,5,113,37,18,1,47.92,18.0,47.92,18.0,29.92,62.4,Card,2024-03,Sunday,Q1,2024
1348,2024-07-25,2,986,39,7,1,13.61,4.0,13.61,4.0,9.61,70.6,Card,2024-07,Thursday,Q3,2024
1349,2024-10-02,2,277,29,6,4,38.46,10.0,153.84,40.0,113.84,74.0,Cash,2024-10,Wednesday,Q4,2024
1350,2024-01-10,1,171,13,2,2,102.63,45.0,205.26,90.0,115.26,56.2,Card,2024-01,Wednesday,Q1,2024
1351,2024-12-02,1,214,36,4,1,22.41,7.0,22.41,7.0,15.41,68.8,Card,2024-12,Monday,Q4,2024
1352,2025-02-16,2,608,4,5,1,12.51,7.0,12.51,7.0,5.51,44.0,Card,2025-02,Sunday,Q1,2025
1353,2025-10-04,1,241,9,4,2,2.25,0.9,4.5,1.8,2.7,60.0,Cash,2025-10,Saturday,Q4,2025
1354,2025-06-28,5,592,34,20,2,7.6,2.5,15.2,5.0,10.2,67.1,Digital Wallet,2025-06,Saturday,Q2,2025
1355,2025-07-14,2,265,20,7,1,25.45,6.0,25.45,6.0,19.45,76.4,Card,2025-07,Monday,Q3,2025
1356,2024-05-01,5,741,41,17,4,15.03,4.0,60.12,16.0,44.12,73.4,Card,2024-05,Wednesday,Q2,2024
1357,2024-04-04,3,569,29,10,2,41.03,10.0,82.06,20.0,62.06,75.6,Loyalty Points,2024-04,Thursday,Q2,2024
1358,2024-01-13,1,209,21,4,2,28.58,8.0,57.16,16.0,41.16,72.0,Card,2024-01,Saturday,Q1,2024
1359,2025-08-11,3,257,17,12,3,296.97,120.0,890.91,360.0,530.91,59.6,Card,2025-08,Monday,Q3,2025
1360,2024-05-22,3,553,6,10,2,7.11,3.8,14.22,7.6,6.62,46.6,Card,2024-05,Wednesday,Q2,2024
1361,2024-05-24,1,355,24,3,1,165.44,55.0,165.44,55.0,110.44,66.8,Card,2024-05,Friday,Q2,2024
1362,2024-08-15,2,466,2,5,1,5.77,2.5,5.77,2.5,3.27,56.7,Cash,2024-08,Thursday,Q3,2024
1363,2024-05-22,3,340,4,9,1,13.17,7.0,13.17,7.0,6.17,46.8,Digital Wallet,2024-05,Wednesday,Q2,2024
1364,2024-12-01,2,19,10,5,3,6.21,3.2,18.63,9.6,9.03,48.5,Cash,2024-12,Sunday,Q4,2024
1365,2024-08-12,1,437,21,2,1,30.06,8.0,30.06,8.0,22.06,73.4,Card,2024-08,Monday,Q3,2024
1366,2024-01-31,1,901,48,2,3,19.12,6.5,57.36,19.5,37.86,66.0,Loyalty Points,2024-01,Wednesday,Q1,2024
1367,2025-10-04,2,360,6,7,1,7.31,3.8,7.31,3.8,3.51,48.0,Digital Wallet,2025-10,Saturday,Q4,2025
1368,2024-09-21,2,743,3,6,5,7.8,4.2,39.0,21.0,18.0,46.2,Loyalty Points,2024-09,Saturday,Q3,2024
1369,2025-06-05,2,429,31,8,1,10.44,3.5,10.44,3.5,6.94,66.5,Digital Wallet,2025-06,Thursday,Q2,2025
1370,2024-10-27,2,850,6,6,2,6.9,3.8,13.8,7.6,6.2,44.9,Card,2024-10,Sunday,Q4,2024
1371,2024-05-29,1,321,45,3,3,20.44,6.0,61.32,18.0,43.32,70.6,Digital Wallet,2024-05,Wednesday,Q2,2024
1372,2025-01-22,3,971,8,12,1,11.38,5.5,11.38,5.5,5.88,51.7,Cash,2025-01,Wednesday,Q1,2025
1373,2024-12-30,1,263,37,4,2,50.79,18.0,101.58,36.0,65.58,64.6,Card,2024-12,Monday,Q4,2024
1374,2024-02-14,1,165,42,3,1,47.9,18.0,47.9,18.0,29.9,62.4,Digital Wallet,2024-02,Wednesday,Q1,2024
1375,2025-06-24,2,844,16,8,1,85.97,35.0,85.97,35.0,50.97,59.3,Card,2025-06,Tuesday,Q2,2025
1376,2024-06-16,1,716,8,1,2,10.54,5.5,21.08,11.0,10.08,47.8,Digital Wallet,2024-06,Sunday,Q2,2024
1377,2024-04-29,1,769,45,4,1,20.51,6.0,20.51,6.0,14.51,70.7,Cash,2024-04,Monday,Q2,2024
1378,2024-06-08,4,963,23,13,2,152.3,45.0,304.6,90.0,214.6,70.5,Card,2024-06,Saturday,Q2,2024
1379,2024-12-14,1,543,6,2,1,7.04,3.8,7.04,3.8,3.24,46.0,Cash,2024-12,Saturday,Q4,2024
1380,2025-03-30,3,4,31,9,1,10.2,3.5,10.2,3.5,6.7,65.7,Card,2025-03,Sunday,Q1,2025
1381,2025-03-01,1,29,31,4,1,10.47,3.5,10.47,3.5,6.97,66.6,Card,2025-03,Saturday,Q1,2025
